"x" "y" "z"
20 0.7625 1.6
20 0.7875 4.2
20 0.8125 3.4
20 0.8375 3.4
20 0.8625 2
20 0.8875 2.8
20 0.9125 6
20 0.9375 8.4
20 0.9625 7.8
20 0.9875 9.8
20 1.0125 10.4
20 1.0375 11.8
20 1.0625 15.8
20 1.0875 14.8
20 1.1125 13.8
20 1.1375 14.2
20 1.1625 12.4
20 1.1875 13.6
20 1.2125 12
20 1.2375 14
20 1.2625 9
20 1.2875 9.2
20 1.3125 7.2
20 1.3375 7.6
20 1.3625 6.2
20 1.3875 4.2
20 1.4125 7
20 1.4375 3.8
20 1.4625 5
20 1.4875 4.6
20 1.5125 5.6
20 1.5375 1.6
20 1.5625 3.2
20 1.5875 2.2
20 1.6125 2.2
20 1.6375 1
20 1.6625 0.8
20 1.6875 1.6
20 1.7125 1.2
20 1.7375 0.6
20 1.7625 1
20 1.7875 0.8
20 1.8125 0.6
20 1.8375 0.2
20 1.8625 0
20 1.8875 0
20 1.9125 0.2
20 1.9375 0
20 1.9625 0.4
20 1.9875 0
27 0.0125 0
27 0.0375 0
27 0.0625 0
27 0.0875 0
27 0.1125 0.166666666666667
27 0.1375 6.5
27 0.1625 9
27 0.1875 8.83333333333333
27 0.2125 11.3333333333333
27 0.2375 15.1666666666667
27 0.2625 26
27 0.2875 39.5
27 0.3125 70.3333333333333
27 0.3375 105.5
27 0.3625 104.666666666667
27 0.3875 61.5
27 0.4125 24
27 0.4375 4.66666666666667
27 0.4625 2.83333333333333
27 0.4875 2
27 0.5125 0.833333333333333
27 0.5375 1.33333333333333
27 0.5625 0.5
27 0.5875 1.33333333333333
27 0.6125 0.833333333333333
27 0.6375 0.666666666666667
27 0.6625 1.16666666666667
27 0.6875 1.66666666666667
27 0.7125 1.5
27 0.7375 1.16666666666667
27 0.7625 0.5
27 0.7875 1.83333333333333
27 0.8125 1.5
27 0.8375 2.5
27 0.8625 2.33333333333333
27 0.8875 2.16666666666667
27 0.9125 3.16666666666667
27 0.9375 3.83333333333333
27 0.9625 5.33333333333333
27 0.9875 7.5
27 1.0125 9.33333333333333
27 1.0375 9.16666666666667
27 1.0625 10.1666666666667
27 1.0875 10.8333333333333
27 1.1125 14.1666666666667
27 1.1375 17
27 1.1625 12.6666666666667
27 1.1875 15.3333333333333
27 1.2125 14.3333333333333
27 1.2375 13.5
27 1.2625 12.3333333333333
27 1.2875 12
27 1.3125 11.1666666666667
27 1.3375 8.66666666666667
27 1.3625 5.66666666666667
27 1.3875 5.33333333333333
27 1.4125 7
27 1.4375 5.5
27 1.4625 3.5
27 1.4875 3
27 1.5125 4.16666666666667
27 1.5375 4.66666666666667
27 1.5625 4
27 1.5875 5.16666666666667
27 1.6125 2.16666666666667
27 1.6375 3.83333333333333
27 1.6625 1.66666666666667
27 1.6875 2
27 1.7125 1.16666666666667
27 1.7375 1
27 1.7625 0.833333333333333
27 1.7875 1
27 1.8125 0.833333333333333
27 1.8375 0.5
27 1.8625 0.166666666666667
27 1.8875 0.333333333333333
27 1.9125 0.333333333333333
27 1.9375 0.166666666666667
27 1.9625 0.333333333333333
27 1.9875 0.166666666666667
34 0.0125 0
34 0.0375 0
34 0.0625 0
34 0.0875 0
34 0.1125 3.33333333333333
34 0.1375 25.3333333333333
34 0.1625 26.1666666666667
34 0.1875 20.3333333333333
34 0.2125 18.3333333333333
34 0.2375 25
34 0.2625 31.1666666666667
34 0.2875 42.6666666666667
34 0.3125 78.3333333333333
34 0.3375 147.333333333333
34 0.3625 195
34 0.3875 154.666666666667
34 0.4125 53.8333333333333
34 0.4375 14.1666666666667
34 0.4625 5
34 0.4875 3.66666666666667
34 0.5125 2.66666666666667
34 0.5375 2.16666666666667
34 0.5625 1.66666666666667
34 0.5875 1.33333333333333
34 0.6125 1
34 0.6375 1.83333333333333
34 0.6625 1.33333333333333
34 0.6875 1.33333333333333
34 0.7125 2
34 0.7375 1.33333333333333
34 0.7625 1.83333333333333
34 0.7875 1.66666666666667
34 0.8125 2.16666666666667
34 0.8375 2.66666666666667
34 0.8625 1.83333333333333
34 0.8875 2.5
34 0.9125 3.66666666666667
34 0.9375 6
34 0.9625 5.83333333333333
34 0.9875 7
34 1.0125 7.16666666666667
34 1.0375 9
34 1.0625 11.6666666666667
34 1.0875 9.33333333333333
34 1.1125 13.3333333333333
34 1.1375 16.1666666666667
34 1.1625 14.1666666666667
34 1.1875 13.8333333333333
34 1.2125 15.6666666666667
34 1.2375 15.3333333333333
34 1.2625 10.6666666666667
34 1.2875 11.6666666666667
34 1.3125 10.5
34 1.3375 11.3333333333333
34 1.3625 10.1666666666667
34 1.3875 4.83333333333333
34 1.4125 5
34 1.4375 4.5
34 1.4625 3.66666666666667
34 1.4875 3.16666666666667
34 1.5125 4.16666666666667
34 1.5375 3.5
34 1.5625 3.5
34 1.5875 2.5
34 1.6125 2.5
34 1.6375 3.5
34 1.6625 2.83333333333333
34 1.6875 1.83333333333333
34 1.7125 2.5
34 1.7375 1.5
34 1.7625 0.666666666666667
34 1.7875 1
34 1.8125 0.833333333333333
34 1.8375 0.333333333333333
34 1.8625 0
34 1.8875 0.333333333333333
34 1.9125 0.333333333333333
34 1.9375 0.166666666666667
34 1.9625 0.5
34 1.9875 0.333333333333333
41 0.0125 0
41 0.0375 0
41 0.0625 0
41 0.0875 0
41 0.1125 0
41 0.1375 2.8
41 0.1625 9.2
41 0.1875 14.2
41 0.2125 24.2
41 0.2375 38.2
41 0.2625 68.4
41 0.2875 106.6
41 0.3125 169.4
41 0.3375 207.4
41 0.3625 199.4
41 0.3875 109.4
41 0.4125 31
41 0.4375 6
41 0.4625 3
41 0.4875 1.4
41 0.5125 2.8
41 0.5375 2.6
41 0.5625 1.2
41 0.5875 1.8
41 0.6125 1.6
41 0.6375 1.4
41 0.6625 1.4
41 0.6875 0.6
41 0.7125 2.2
41 0.7375 1.8
41 0.7625 1.6
41 0.7875 2
41 0.8125 2
41 0.8375 2.8
41 0.8625 1.8
41 0.8875 3.6
41 0.9125 4.8
41 0.9375 7.2
41 0.9625 9.4
41 0.9875 9.6
41 1.0125 10.8
41 1.0375 9
41 1.0625 9.4
41 1.0875 12.6
41 1.1125 15.4
41 1.1375 17.2
41 1.1625 13.2
41 1.1875 15.8
41 1.2125 15.8
41 1.2375 11.2
41 1.2625 13
41 1.2875 8.2
41 1.3125 8.8
41 1.3375 6
41 1.3625 8.8
41 1.3875 6.2
41 1.4125 6.6
41 1.4375 3.6
41 1.4625 4.4
41 1.4875 3.8
41 1.5125 5.2
41 1.5375 3
41 1.5625 6
41 1.5875 3
41 1.6125 2.8
41 1.6375 2.6
41 1.6625 2.6
41 1.6875 2
41 1.7125 2.2
41 1.7375 3.2
41 1.7625 1.2
41 1.7875 1
41 1.8125 0
41 1.8375 1
41 1.8625 0.4
41 1.8875 0.2
41 1.9125 0.2
41 1.9375 0.4
41 1.9625 0
41 1.9875 0.4
49 0.0125 0
49 0.0375 0
49 0.0625 0
49 0.0875 0
49 0.1125 0.5
49 0.1375 5
49 0.1625 11.6666666666667
49 0.1875 22.3333333333333
49 0.2125 35.1666666666667
49 0.2375 59.5
49 0.2625 103.5
49 0.2875 150.833333333333
49 0.3125 244.5
49 0.3375 266.333333333333
49 0.3625 202.5
49 0.3875 71.1666666666667
49 0.4125 17.6666666666667
49 0.4375 5.83333333333333
49 0.4625 3.83333333333333
49 0.4875 3
49 0.5125 3.16666666666667
49 0.5375 1.66666666666667
49 0.5625 2.33333333333333
49 0.5875 1.33333333333333
49 0.6125 1.5
49 0.6375 1
49 0.6625 1.16666666666667
49 0.6875 1.16666666666667
49 0.7125 1
49 0.7375 1.83333333333333
49 0.7625 1.83333333333333
49 0.7875 1.16666666666667
49 0.8125 1.5
49 0.8375 2.83333333333333
49 0.8625 2.66666666666667
49 0.8875 4.5
49 0.9125 5.33333333333333
49 0.9375 4.66666666666667
49 0.9625 5.33333333333333
49 0.9875 9
49 1.0125 9.83333333333333
49 1.0375 9
49 1.0625 9.66666666666667
49 1.0875 13
49 1.1125 15
49 1.1375 14.8333333333333
49 1.1625 15.3333333333333
49 1.1875 15
49 1.2125 15.5
49 1.2375 14.3333333333333
49 1.2625 14.6666666666667
49 1.2875 10.5
49 1.3125 11.6666666666667
49 1.3375 7.83333333333333
49 1.3625 8
49 1.3875 5.66666666666667
49 1.4125 8.16666666666667
49 1.4375 3.16666666666667
49 1.4625 3.83333333333333
49 1.4875 4.33333333333333
49 1.5125 2.16666666666667
49 1.5375 4.5
49 1.5625 2.66666666666667
49 1.5875 3.5
49 1.6125 1.66666666666667
49 1.6375 2.66666666666667
49 1.6625 3
49 1.6875 3
49 1.7125 0.666666666666667
49 1.7375 1.66666666666667
49 1.7625 1
49 1.7875 0.666666666666667
49 1.8125 1.5
49 1.8375 1.33333333333333
49 1.8625 0.833333333333333
49 1.8875 0.666666666666667
49 1.9125 0.166666666666667
49 1.9375 0.833333333333333
49 1.9625 0.5
49 1.9875 0.666666666666667
56 0.0125 0
56 0.0375 0
56 0.0625 0
56 0.0875 0
56 0.1125 0.666666666666667
56 0.1375 4.66666666666667
56 0.1625 11.5
56 0.1875 19.6666666666667
56 0.2125 31.8333333333333
56 0.2375 55.3333333333333
56 0.2625 93.8333333333333
56 0.2875 152.166666666667
56 0.3125 245.666666666667
56 0.3375 297.333333333333
56 0.3625 258.666666666667
56 0.3875 135
56 0.4125 32.5
56 0.4375 10.3333333333333
56 0.4625 4.66666666666667
56 0.4875 3.66666666666667
56 0.5125 3.83333333333333
56 0.5375 2.83333333333333
56 0.5625 2.33333333333333
56 0.5875 2.33333333333333
56 0.6125 1
56 0.6375 1.83333333333333
56 0.6625 1
56 0.6875 1.16666666666667
56 0.7125 1.66666666666667
56 0.7375 1.83333333333333
56 0.7625 2.66666666666667
56 0.7875 1.16666666666667
56 0.8125 1.33333333333333
56 0.8375 2
56 0.8625 3.5
56 0.8875 3.16666666666667
56 0.9125 3.83333333333333
56 0.9375 7
56 0.9625 6.33333333333333
56 0.9875 9.16666666666667
56 1.0125 9
56 1.0375 7.5
56 1.0625 8.16666666666667
56 1.0875 13.1666666666667
56 1.1125 13
56 1.1375 11.3333333333333
56 1.1625 14.5
56 1.1875 16.3333333333333
56 1.2125 15
56 1.2375 12.1666666666667
56 1.2625 12.5
56 1.2875 12.1666666666667
56 1.3125 8.83333333333333
56 1.3375 7.5
56 1.3625 6.16666666666667
56 1.3875 6.66666666666667
56 1.4125 4.83333333333333
56 1.4375 6.33333333333333
56 1.4625 3.5
56 1.4875 5
56 1.5125 4.33333333333333
56 1.5375 3.66666666666667
56 1.5625 2.83333333333333
56 1.5875 2.5
56 1.6125 2.66666666666667
56 1.6375 2.33333333333333
56 1.6625 3.33333333333333
56 1.6875 2.66666666666667
56 1.7125 1.83333333333333
56 1.7375 2.66666666666667
56 1.7625 1.66666666666667
56 1.7875 2.16666666666667
56 1.8125 0.5
56 1.8375 0.666666666666667
56 1.8625 0.833333333333333
56 1.8875 0.666666666666667
56 1.9125 0.333333333333333
56 1.9375 0.166666666666667
56 1.9625 0.5
56 1.9875 0.166666666666667
63 0.0125 0
63 0.0375 0
63 0.0625 0
63 0.0875 0
63 0.1125 1
63 0.1375 5.5
63 0.1625 12.5
63 0.1875 24
63 0.2125 39.1666666666667
63 0.2375 62.8333333333333
63 0.2625 95.1666666666667
63 0.2875 155.833333333333
63 0.3125 226
63 0.3375 272.5
63 0.3625 237.333333333333
63 0.3875 123.833333333333
63 0.4125 37.1666666666667
63 0.4375 12.5
63 0.4625 8
63 0.4875 7.66666666666667
63 0.5125 6.33333333333333
63 0.5375 3.83333333333333
63 0.5625 2.5
63 0.5875 2.5
63 0.6125 3
63 0.6375 1.83333333333333
63 0.6625 1.83333333333333
63 0.6875 1.66666666666667
63 0.7125 1.16666666666667
63 0.7375 1.5
63 0.7625 1.16666666666667
63 0.7875 2.16666666666667
63 0.8125 1.33333333333333
63 0.8375 3
63 0.8625 2.5
63 0.8875 3.66666666666667
63 0.9125 4.16666666666667
63 0.9375 4.66666666666667
63 0.9625 5.16666666666667
63 0.9875 6.66666666666667
63 1.0125 9.83333333333333
63 1.0375 12
63 1.0625 14.5
63 1.0875 12.8333333333333
63 1.1125 11
63 1.1375 13.6666666666667
63 1.1625 14.1666666666667
63 1.1875 13.8333333333333
63 1.2125 13.3333333333333
63 1.2375 12.6666666666667
63 1.2625 11.8333333333333
63 1.2875 11.3333333333333
63 1.3125 10.3333333333333
63 1.3375 7
63 1.3625 7.16666666666667
63 1.3875 6.66666666666667
63 1.4125 4
63 1.4375 3.83333333333333
63 1.4625 3.83333333333333
63 1.4875 2.66666666666667
63 1.5125 3.16666666666667
63 1.5375 3.33333333333333
63 1.5625 1.83333333333333
63 1.5875 2.16666666666667
63 1.6125 2.66666666666667
63 1.6375 3.5
63 1.6625 2.66666666666667
63 1.6875 1.66666666666667
63 1.7125 3
63 1.7375 0.833333333333333
63 1.7625 0.5
63 1.7875 1.16666666666667
63 1.8125 0.333333333333333
63 1.8375 0
63 1.8625 0.333333333333333
63 1.8875 0.666666666666667
63 1.9125 0.666666666666667
63 1.9375 0.333333333333333
63 1.9625 0.333333333333333
63 1.9875 0.5
69 0.0125 0
69 0.0375 0
69 0.0625 0
69 0.0875 0
69 0.1125 0.166666666666667
69 0.1375 4.5
69 0.1625 13.3333333333333
69 0.1875 14.8333333333333
69 0.2125 18.5
69 0.2375 28
69 0.2625 47.3333333333333
69 0.2875 77.1666666666667
69 0.3125 158.833333333333
69 0.3375 250
69 0.3625 257.666666666667
69 0.3875 142.166666666667
69 0.4125 39.3333333333333
69 0.4375 9.5
69 0.4625 4.83333333333333
69 0.4875 3.5
69 0.5125 1.83333333333333
69 0.5375 2.5
69 0.5625 1.66666666666667
69 0.5875 2.5
69 0.6125 1.5
69 0.6375 2.16666666666667
69 0.6625 2
69 0.6875 1.16666666666667
69 0.7125 1.5
69 0.7375 1
69 0.7625 2.33333333333333
69 0.7875 0.666666666666667
69 0.8125 1.83333333333333
69 0.8375 2
69 0.8625 2.16666666666667
69 0.8875 2.83333333333333
69 0.9125 4
69 0.9375 3.5
69 0.9625 4.5
69 0.9875 7.33333333333333
69 1.0125 8.5
69 1.0375 9.66666666666667
69 1.0625 9.5
69 1.0875 11.8333333333333
69 1.1125 13.3333333333333
69 1.1375 14.1666666666667
69 1.1625 17
69 1.1875 13.5
69 1.2125 14
69 1.2375 13.3333333333333
69 1.2625 11.5
69 1.2875 10.5
69 1.3125 8.66666666666667
69 1.3375 6
69 1.3625 6.5
69 1.3875 5.33333333333333
69 1.4125 5.33333333333333
69 1.4375 3.83333333333333
69 1.4625 3
69 1.4875 2.83333333333333
69 1.5125 2.66666666666667
69 1.5375 2.83333333333333
69 1.5625 3.16666666666667
69 1.5875 1.83333333333333
69 1.6125 1.5
69 1.6375 2.66666666666667
69 1.6625 2
69 1.6875 2.66666666666667
69 1.7125 1.5
69 1.7375 1.33333333333333
69 1.7625 0.666666666666667
69 1.7875 0.666666666666667
69 1.8125 0.5
69 1.8375 1.16666666666667
69 1.8625 0.833333333333333
69 1.8875 0.666666666666667
69 1.9125 0.333333333333333
69 1.9375 0
69 1.9625 0.833333333333333
69 1.9875 0.5
77 0.0125 0
77 0.0375 0
77 0.0625 0
77 0.0875 0
77 0.1125 0.666666666666667
77 0.1375 8.66666666666667
77 0.1625 14.6666666666667
77 0.1875 20.5
77 0.2125 25.1666666666667
77 0.2375 37.8333333333333
77 0.2625 66.3333333333333
77 0.2875 113.333333333333
77 0.3125 187.833333333333
77 0.3375 270.833333333333
77 0.3625 297.5
77 0.3875 194.333333333333
77 0.4125 69.8333333333333
77 0.4375 11.5
77 0.4625 6.5
77 0.4875 3.33333333333333
77 0.5125 3.16666666666667
77 0.5375 2
77 0.5625 1.33333333333333
77 0.5875 1.5
77 0.6125 1.66666666666667
77 0.6375 1.16666666666667
77 0.6625 1.66666666666667
77 0.6875 0.666666666666667
77 0.7125 0.666666666666667
77 0.7375 1.83333333333333
77 0.7625 2.16666666666667
77 0.7875 1.16666666666667
77 0.8125 1.83333333333333
77 0.8375 1.83333333333333
77 0.8625 2.66666666666667
77 0.8875 3.83333333333333
77 0.9125 3.83333333333333
77 0.9375 6.33333333333333
77 0.9625 7
77 0.9875 8
77 1.0125 8.5
77 1.0375 8.16666666666667
77 1.0625 10.3333333333333
77 1.0875 10.6666666666667
77 1.1125 13.8333333333333
77 1.1375 13.8333333333333
77 1.1625 14.1666666666667
77 1.1875 13.1666666666667
77 1.2125 14.6666666666667
77 1.2375 13.6666666666667
77 1.2625 14
77 1.2875 9.83333333333333
77 1.3125 8
77 1.3375 6.5
77 1.3625 6
77 1.3875 5.5
77 1.4125 3
77 1.4375 3.33333333333333
77 1.4625 3.5
77 1.4875 2.66666666666667
77 1.5125 3.66666666666667
77 1.5375 2.83333333333333
77 1.5625 2.33333333333333
77 1.5875 3.33333333333333
77 1.6125 1.16666666666667
77 1.6375 3.5
77 1.6625 1.5
77 1.6875 1.33333333333333
77 1.7125 1.83333333333333
77 1.7375 1
77 1.7625 1.33333333333333
77 1.7875 1.33333333333333
77 1.8125 0.333333333333333
77 1.8375 0.833333333333333
77 1.8625 0
77 1.8875 0.666666666666667
77 1.9125 0.166666666666667
77 1.9375 0.333333333333333
77 1.9625 0.333333333333333
77 1.9875 0.5
83 0.0125 0
83 0.0375 0
83 0.0625 0
83 0.0875 0
83 0.1125 0.5
83 0.1375 6
83 0.1625 12.5
83 0.1875 19
83 0.2125 29.5
83 0.2375 45
83 0.2625 70.8333333333333
83 0.2875 125
83 0.3125 213
83 0.3375 284.333333333333
83 0.3625 256.333333333333
83 0.3875 123.5
83 0.4125 36.5
83 0.4375 9.16666666666667
83 0.4625 4.66666666666667
83 0.4875 3.5
83 0.5125 1.66666666666667
83 0.5375 2.66666666666667
83 0.5625 2.16666666666667
83 0.5875 2.16666666666667
83 0.6125 0.833333333333333
83 0.6375 1
83 0.6625 1.33333333333333
83 0.6875 2.16666666666667
83 0.7125 1.5
83 0.7375 1.33333333333333
83 0.7625 1.33333333333333
83 0.7875 1.16666666666667
83 0.8125 3
83 0.8375 1.66666666666667
83 0.8625 2.83333333333333
83 0.8875 3.5
83 0.9125 3.5
83 0.9375 4
83 0.9625 5
83 0.9875 7
83 1.0125 5.33333333333333
83 1.0375 7
83 1.0625 10
83 1.0875 13.3333333333333
83 1.1125 14.6666666666667
83 1.1375 15.5
83 1.1625 18.1666666666667
83 1.1875 15.1666666666667
83 1.2125 15.5
83 1.2375 14
83 1.2625 10.8333333333333
83 1.2875 9.83333333333333
83 1.3125 10.3333333333333
83 1.3375 8.83333333333333
83 1.3625 6.16666666666667
83 1.3875 5.16666666666667
83 1.4125 2.66666666666667
83 1.4375 3.5
83 1.4625 3.5
83 1.4875 3.83333333333333
83 1.5125 3
83 1.5375 3
83 1.5625 1.83333333333333
83 1.5875 2.83333333333333
83 1.6125 2.33333333333333
83 1.6375 3.33333333333333
83 1.6625 2.33333333333333
83 1.6875 2.66666666666667
83 1.7125 1.33333333333333
83 1.7375 1
83 1.7625 1.66666666666667
83 1.7875 1.5
83 1.8125 0.5
83 1.8375 0.5
83 1.8625 0.166666666666667
83 1.8875 0.833333333333333
83 1.9125 0.666666666666667
83 1.9375 0.5
83 1.9625 0.166666666666667
83 1.9875 0
91 0.0125 0
91 0.0375 0
91 0.0625 0
91 0.0875 0
91 0.1125 0.166666666666667
91 0.1375 5.16666666666667
91 0.1625 11
91 0.1875 16.1666666666667
91 0.2125 26
91 0.2375 47
91 0.2625 74.3333333333333
91 0.2875 120.666666666667
91 0.3125 185
91 0.3375 224.166666666667
91 0.3625 174.5
91 0.3875 89.8333333333333
91 0.4125 24.5
91 0.4375 5
91 0.4625 3.33333333333333
91 0.4875 3
91 0.5125 2
91 0.5375 2.66666666666667
91 0.5625 0.833333333333333
91 0.5875 1.33333333333333
91 0.6125 1.5
91 0.6375 0.666666666666667
91 0.6625 1.5
91 0.6875 1
91 0.7125 1.16666666666667
91 0.7375 1.66666666666667
91 0.7625 1.66666666666667
91 0.7875 2.5
91 0.8125 2.16666666666667
91 0.8375 2.5
91 0.8625 1.66666666666667
91 0.8875 3.66666666666667
91 0.9125 3.5
91 0.9375 3.66666666666667
91 0.9625 5.83333333333333
91 0.9875 7.16666666666667
91 1.0125 8
91 1.0375 12.6666666666667
91 1.0625 11.1666666666667
91 1.0875 12
91 1.1125 13.3333333333333
91 1.1375 15.3333333333333
91 1.1625 13.1666666666667
91 1.1875 15.1666666666667
91 1.2125 13.5
91 1.2375 11.3333333333333
91 1.2625 13.8333333333333
91 1.2875 10
91 1.3125 7.33333333333333
91 1.3375 5.83333333333333
91 1.3625 5
91 1.3875 3.5
91 1.4125 3.5
91 1.4375 3.5
91 1.4625 1.83333333333333
91 1.4875 2.5
91 1.5125 3.5
91 1.5375 2.16666666666667
91 1.5625 2.16666666666667
91 1.5875 2.16666666666667
91 1.6125 1.66666666666667
91 1.6375 1.83333333333333
91 1.6625 2.33333333333333
91 1.6875 1.33333333333333
91 1.7125 1.66666666666667
91 1.7375 1.5
91 1.7625 0.333333333333333
91 1.7875 0.833333333333333
91 1.8125 0.833333333333333
91 1.8375 0.5
91 1.8625 0.166666666666667
91 1.8875 0.5
91 1.9125 0
91 1.9375 0.166666666666667
91 1.9625 0.5
91 1.9875 0.5
98 0.0125 0
98 0.0375 0
98 0.0625 0
98 0.0875 0
98 0.1125 0
98 0.1375 8.33333333333333
98 0.1625 12.6666666666667
98 0.1875 19.6666666666667
98 0.2125 27.3333333333333
98 0.2375 34.8333333333333
98 0.2625 70.6666666666667
98 0.2875 127.166666666667
98 0.3125 188.666666666667
98 0.3375 217.833333333333
98 0.3625 158.666666666667
98 0.3875 69
98 0.4125 16.6666666666667
98 0.4375 5.33333333333333
98 0.4625 3.33333333333333
98 0.4875 3
98 0.5125 2.33333333333333
98 0.5375 2
98 0.5625 1.66666666666667
98 0.5875 1.83333333333333
98 0.6125 1.33333333333333
98 0.6375 1.16666666666667
98 0.6625 1.16666666666667
98 0.6875 1
98 0.7125 0.833333333333333
