"x" "y" "z"
18 9 130
19 9 133
20 9 136
21 9 139
22 9 141
23 9 144
24 9 146
25 9 147
26 9 146
27 9 145
28 9 143
29 9 141
30 9 138
31 9 136
32 9 133
33 9 130
34 9 127
35 9 124
36 9 121
37 9 120
38 9 120
39 9 120
40 9 120
41 9 120
42 9 121
43 9 122
44 9 123
45 9 124
46 9 124
47 9 125
48 9 125
49 9 126
50 9 126
51 9 125
52 9 126
53 9 126
54 9 126
55 9 125
56 9 126
57 9 127
58 9 128
59 9 128
60 9 129
61 9 129
62 9 128
63 9 128
64 9 128
65 9 128
66 9 128
67 9 128
68 9 126
69 9 125
70 9 123
71 9 122
72 9 119
73 9 114
74 9 109
75 9 108
76 9 107
77 9 106
78 9 105
79 9 104
80 9 103
81 9 103
82 9 102
83 9 102
84 9 101
85 9 100
86 9 100
0 10 101
1 10 102
2 10 103
3 10 103
4 10 104
5 10 104
6 10 105
7 10 106
8 10 108
9 10 110
10 10 112
11 10 116
12 10 119
13 10 121
14 10 124
15 10 125
16 10 127
17 10 130
18 10 132
19 10 135
20 10 137
21 10 140
22 10 143
23 10 147
24 10 149
25 10 149
26 10 149
27 10 147
28 10 145
29 10 143
30 10 141
31 10 139
32 10 136
33 10 133
34 10 131
35 10 128
36 10 125
37 10 122
38 10 121
39 10 122
40 10 122
41 10 122
42 10 123
43 10 125
44 10 125
45 10 126
46 10 127
47 10 127
48 10 127
49 10 128
50 10 128
51 10 128
52 10 129
53 10 129
54 10 130
55 10 131
56 10 131
57 10 132
58 10 132
59 10 133
60 10 133
61 10 133
62 10 132
63 10 132
64 10 131
65 10 131
66 10 130
67 10 129
68 10 128
69 10 126
70 10 125
71 10 124
72 10 121
73 10 117
74 10 111
75 10 109
76 10 108
77 10 106
78 10 105
79 10 104
80 10 103
81 10 102
82 10 101
83 10 101
84 10 100
85 10 100
86 10 100
0 11 101
1 11 102
2 11 103
3 11 104
4 11 104
5 11 105
6 11 106
7 11 107
8 11 108
9 11 110
10 11 114
11 11 119
12 11 121
13 11 124
14 11 126
15 11 128
16 11 129
17 11 132
18 11 134
19 11 137
20 11 140
21 11 143
22 11 147
23 11 149
24 11 151
25 11 151
26 11 151
27 11 149
28 11 147
29 11 145
30 11 143
31 11 141
32 11 138
33 11 136
34 11 134
35 11 131
36 11 128
37 11 126
38 11 124
39 11 125
40 11 125
41 11 126
42 11 126
43 11 127
44 11 128
45 11 128
46 11 129
47 11 129
48 11 130
49 11 130
50 11 131
51 11 131
52 11 132
53 11 132
54 11 133
55 11 134
56 11 135
57 11 135
58 11 136
59 11 136
60 11 137
61 11 137
62 11 136
63 11 136
64 11 135
65 11 134
66 11 133
67 11 131
68 11 129
69 11 128
70 11 127
71 11 126
72 11 123
73 11 119
74 11 115
75 11 111
76 11 109
77 11 107
78 11 105
79 11 104
80 11 103
81 11 102
82 11 101
83 11 100
84 11 100
85 11 100
86 11 99
0 12 102
1 12 103
2 12 104
3 12 104
4 12 105
5 12 105
6 12 106
7 12 108
8 12 110
9 12 113
10 12 118
11 12 121
12 12 124
13 12 126
14 12 128
15 12 130
16 12 132
17 12 134
18 12 136
19 12 139
20 12 143
21 12 147
22 12 150
23 12 154
24 12 154
25 12 154
26 12 153
27 12 151
28 12 149
29 12 148
30 12 146
31 12 143
32 12 141
33 12 139
34 12 137
35 12 136
36 12 132
37 12 130
38 12 128
39 12 128
40 12 128
41 12 129
42 12 129
43 12 130
44 12 130
45 12 131
46 12 132
47 12 132
48 12 132
49 12 133
50 12 134
51 12 134
52 12 135
53 12 135
54 12 136
55 12 137
56 12 138
57 12 139
58 12 139
59 12 140
60 12 140
61 12 140
62 12 139
63 12 139
64 12 138
65 12 137
66 12 137
67 12 135
68 12 132
69 12 130
70 12 129
71 12 127
72 12 124
73 12 120
74 12 116
75 12 112
76 12 109
77 12 106
78 12 105
79 12 103
80 12 102
81 12 101
82 12 101
83 12 100
84 12 99
85 12 99
86 12 99
0 13 102
1 13 103
2 13 104
3 13 104
4 13 105
5 13 106
6 13 107
7 13 108
8 13 111
9 13 116
10 13 121
11 13 124
12 13 126
13 13 128
14 13 131
15 13 134
16 13 135
17 13 137
18 13 139
19 13 143
20 13 147
21 13 152
22 13 156
23 13 157
24 13 157
25 13 157
26 13 156
27 13 155
28 13 153
29 13 151
30 13 148
31 13 146
32 13 143
33 13 142
34 13 141
35 13 140
36 13 138
37 13 135
38 13 133
39 13 132
40 13 132
41 13 133
42 13 133
43 13 133
44 13 134
45 13 135
46 13 135
47 13 135
48 13 135
49 13 136
50 13 136
51 13 137
52 13 137
53 13 138
54 13 138
55 13 139
56 13 140
57 13 141
58 13 141
59 13 142
60 13 142
61 13 143
62 13 142
63 13 142
64 13 141
65 13 141
66 13 140
67 13 139
68 13 137
69 13 134
70 13 133
71 13 129
72 13 125
73 13 121
74 13 114
75 13 110
76 13 107
77 13 106
78 13 106
79 13 104
80 13 103
81 13 102
82 13 101
83 13 100
84 13 99
85 13 99
86 13 99
0 14 102
1 14 103
2 14 104
3 14 105
4 14 105
5 14 106
6 14 108
7 14 110
8 14 113
9 14 118
10 14 123
11 14 127
12 14 129
13 14 132
14 14 137
15 14 141
16 14 142
17 14 142
18 14 145
19 14 150
20 14 154
21 14 157
22 14 161
23 14 161
24 14 160
25 14 160
26 14 160
27 14 159
28 14 157
29 14 154
30 14 151
31 14 148
32 14 146
33 14 145
34 14 143
35 14 142
36 14 142
37 14 139
38 14 137
39 14 136
40 14 137
41 14 137
42 14 138
43 14 138
44 14 139
45 14 139
46 14 139
47 14 139
48 14 139
49 14 139
50 14 139
51 14 139
52 14 140
53 14 140
54 14 141
55 14 142
56 14 142
57 14 143
58 14 144
59 14 144
60 14 144
61 14 145
62 14 145
63 14 145
64 14 145
65 14 145
66 14 144
67 14 142
68 14 140
69 14 139
70 14 136
71 14 129
72 14 124
73 14 119
74 14 113
75 14 109
76 14 106
77 14 106
78 14 105
79 14 104
80 14 103
81 14 102
82 14 101
83 14 101
84 14 100
85 14 99
86 14 99
0 15 102
1 15 103
2 15 104
3 15 105
4 15 106
5 15 107
6 15 109
7 15 113
8 15 116
9 15 120
10 15 125
11 15 129
12 15 133
13 15 137
14 15 143
15 15 147
16 15 149
17 15 151
18 15 152
19 15 154
20 15 158
21 15 161
22 15 164
23 15 165
24 15 164
25 15 164
26 15 163
27 15 163
28 15 160
29 15 157
30 15 154
31 15 151
32 15 149
33 15 147
34 15 145
35 15 145
36 15 144
37 15 143
38 15 141
39 15 140
40 15 141
41 15 141
42 15 141
43 15 141
44 15 141
45 15 142
46 15 142
47 15 142
48 15 142
49 15 142
50 15 142
51 15 142
52 15 143
53 15 143
54 15 143
55 15 144
56 15 144
57 15 145
58 15 146
59 15 146
60 15 146
61 15 147
62 15 148
63 15 148
64 15 148
65 15 148
66 15 145
67 15 143
68 15 142
69 15 140
70 15 134
71 15 128
72 15 123
73 15 117
74 15 112
75 15 108
76 15 106
77 15 105
78 15 105
79 15 104
80 15 104
81 15 103
82 15 102
83 15 101
84 15 100
85 15 100
86 15 99
0 16 103
1 16 104
2 16 105
3 16 106
4 16 107
5 16 109
6 16 111
7 16 115
8 16 118
9 16 122
10 16 127
11 16 133
12 16 140
13 16 143
14 16 150
15 16 152
16 16 153
17 16 155
18 16 157
19 16 159
20 16 162
21 16 164
22 16 167
23 16 168
24 16 168
25 16 168
26 16 167
27 16 166
28 16 163
29 16 160
30 16 157
31 16 153
32 16 150
33 16 148
34 16 148
35 16 147
36 16 147
37 16 147
38 16 145
39 16 145
40 16 144
41 16 143
42 16 143
43 16 143
44 16 144
45 16 144
46 16 144
47 16 144
48 16 145
49 16 145
50 16 145
51 16 145
52 16 146
53 16 146
54 16 146
55 16 146
56 16 146
57 16 147
58 16 147
59 16 148
60 16 149
61 16 150
62 16 150
63 16 150
64 16 150
65 16 149
66 16 147
67 16 145
68 16 143
69 16 141
70 16 134
71 16 127
72 16 123
73 16 117
74 16 111
75 16 108
76 16 105
77 16 105
78 16 104
79 16 104
80 16 103
81 16 103
82 16 102
83 16 101
84 16 100
85 16 100
86 16 100
0 17 104
1 17 105
2 17 106
3 17 107
4 17 108
5 17 110
6 17 113
7 17 117
8 17 120
9 17 125
10 17 129
11 17 138
12 17 145
13 17 151
14 17 156
15 17 156
16 17 157
17 17 158
18 17 160
19 17 164
20 17 166
21 17 168
22 17 170
23 17 171
24 17 172
25 17 171
26 17 171
27 17 169
28 17 166
29 17 163
30 17 160
31 17 156
32 17 153
33 17 151
34 17 150
35 17 150
36 17 149
37 17 149
38 17 149
39 17 148
40 17 146
41 17 146
42 17 146
43 17 146
44 17 146
45 17 146
46 17 146
47 17 147
48 17 148
49 17 148
50 17 149
51 17 149
52 17 149
53 17 148
54 17 148
55 17 148
56 17 148
57 17 149
58 17 149
59 17 150
60 17 150
61 17 150
62 17 150
63 17 150
64 17 150
65 17 150
66 17 148
67 17 146
68 17 143
69 17 141
70 17 136
71 17 129
72 17 123
73 17 117
74 17 110
75 17 108
76 17 105
77 17 104
78 17 103
79 17 102
80 17 102
81 17 101
82 17 101
83 17 100
84 17 100
85 17 100
86 17 100
0 18 103
1 18 104
2 18 105
3 18 106
4 18 108
5 18 110
6 18 114
7 18 118
8 18 123
9 18 127
10 18 133
11 18 143
12 18 150
13 18 156
14 18 160
15 18 160
16 18 161
17 18 162
18 18 167
19 18 170
20 18 171
21 18 172
22 18 173
23 18 175
24 18 175
25 18 174
26 18 174
27 18 173
28 18 171
29 18 168
30 18 164
31 18 160
32 18 156
33 18 155
34 18 154
35 18 153
36 18 153
37 18 152
38 18 152
39 18 150
40 18 149
41 18 148
42 18 148
43 18 148
44 18 148
45 18 148
46 18 149
47 18 149
48 18 150
49 18 152
50 18 152
51 18 152
52 18 152
53 18 151
54 18 150
55 18 150
56 18 150
57 18 150
58 18 150
59 18 150
60 18 150
61 18 150
62 18 150
63 18 150
64 18 150
65 18 150
66 18 149
67 18 147
68 18 144
69 18 141
70 18 138
71 18 132
72 18 125
73 18 118
74 18 111
75 18 108
76 18 105
77 18 103
78 18 102
79 18 101
80 18 101
81 18 101
82 18 100
83 18 100
84 18 100
85 18 100
86 18 100
0 19 102
1 19 103
2 19 104
3 19 106
4 19 108
5 19 112
6 19 116
7 19 120
8 19 125
9 19 129
10 19 137
11 19 146
12 19 154
13 19 161
14 19 163
15 19 165
16 19 166
17 19 169
18 19 172
19 19 173
20 19 174
21 19 175
22 19 177
23 19 178
24 19 178
25 19 178
26 19 178
27 19 177
28 19 174
29 19 171
30 19 168
31 19 164
32 19 160
33 19 158
34 19 157
35 19 157
36 19 156
37 19 156
38 19 156
39 19 155
40 19 152
41 19 151
42 19 150
43 19 150
44 19 151
45 19 151
46 19 152
47 19 154
48 19 156
49 19 157
50 19 157
51 19 156
52 19 155
53 19 153
54 19 152
55 19 152
56 19 151
57 19 150
58 19 150
59 19 150
60 19 150
61 19 150
62 19 150
63 19 150
64 19 150
65 19 150
66 19 150
67 19 147
68 19 144
69 19 141
70 19 138
71 19 133
72 19 127
73 19 120
74 19 113
75 19 109
76 19 106
77 19 103
78 19 101
79 19 101
80 19 101
81 19 100
82 19 100
83 19 100
84 19 100
85 19 100
86 19 100
0 20 101
1 20 102
2 20 104
3 20 106
4 20 109
5 20 113
6 20 118
7 20 122
8 20 127
9 20 133
10 20 141
11 20 149
12 20 155
13 20 161
14 20 165
15 20 168
16 20 170
17 20 172
18 20 175
19 20 176
20 20 177
21 20 179
22 20 181
23 20 181
24 20 181
25 20 180
26 20 180
27 20 179
28 20 177
29 20 174
30 20 171
31 20 167
32 20 165
33 20 163
34 20 161
35 20 160
36 20 160
37 20 160
38 20 160
39 20 160
40 20 157
41 20 155
42 20 155
43 20 154
44 20 154
45 20 155
46 20 157
47 20 159
48 20 161
49 20 161
50 20 161
51 20 159
52 20 156
53 20 154
54 20 154
55 20 153
56 20 151
57 20 150
58 20 150
59 20 150
60 20 150
61 20 150
62 20 150
63 20 150
64 20 150
65 20 150
66 20 149
67 20 147
68 20 144
69 20 141
70 20 137
71 20 133
72 20 129
73 20 123
74 20 116
75 20 110
76 20 107
77 20 104
78 20 102
79 20 102
80 20 101
81 20 101
82 20 101
83 20 100
84 20 100
85 20 100
86 20 100
0 21 101
1 21 102
2 21 105
3 21 107
4 21 110
5 21 115
6 21 120
7 21 124
8 21 129
9 21 136
10 21 143
11 21 149
12 21 155
13 21 162
14 21 168
15 21 170
16 21 174
17 21 176
18 21 178
19 21 179
20 21 181
21 21 182
22 21 184
23 21 184
24 21 183
25 21 181
26 21 180
27 21 180
28 21 179
29 21 177
30 21 174
31 21 172
32 21 170
33 21 168
34 21 166
35 21 165
36 21 164
37 21 164
38 21 164
39 21 164
40 21 162
41 21 160
42 21 159
43 21 159
44 21 158
45 21 160
46 21 162
47 21 164
48 21 166
49 21 166
50 21 163
51 21 159
52 21 157
53 21 156
54 21 155
55 21 153
56 21 151
57 21 150
58 21 150
59 21 150
60 21 150
61 21 150
62 21 150
63 21 150
64 21 150
65 21 150
66 21 149
67 21 146
68 21 143
69 21 140
70 21 137
71 21 133
72 21 129
73 21 124
74 21 119
75 21 112
76 21 108
77 21 105
78 21 103
79 21 103
80 21 102
81 21 101
82 21 101
83 21 101
84 21 101
85 21 100
86 21 100
0 22 102
1 22 103
2 22 106
3 22 108
4 22 112
5 22 116
6 22 121
7 22 125
8 22 130
9 22 138
10 22 145
11 22 151
12 22 157
13 22 163
14 22 170
15 22 174
16 22 178
17 22 181
18 22 181
19 22 184
20 22 186
21 22 186
22 22 187
23 22 186
24 22 184
25 22 181
26 22 180
27 22 180
28 22 180
29 22 179
30 22 178
31 22 174
32 22 173
33 22 173
34 22 171
35 22 170
36 22 170
37 22 169
38 22 168
39 22 167
40 22 166
41 22 164
42 22 163
43 22 162
44 22 161
45 22 164
46 22 167
47 22 169
48 22 170
49 22 168
50 22 164
51 22 160
52 22 158
53 22 157
54 22 155
55 22 153
56 22 151
57 22 150
58 22 150
59 22 150
60 22 150
61 22 150
62 22 150
63 22 150
64 22 150
65 22 150
66 22 147
67 22 144
68 22 141
69 22 138
70 22 135
71 22 133
72 22 128
73 22 125
74 22 122
75 22 116
76 22 109
77 22 107
78 22 104
79 22 104
80 22 103
81 22 102
82 22 101
83 22 101
84 22 101
85 22 101
86 22 101
0 23 103
1 23 105
2 23 107
3 23 110
4 23 114
5 23 118
6 23 122
7 23 127
8 23 132
9 23 140
10 23 146
11 23 153
12 23 159
13 23 165
14 23 171
15 23 176
16 23 180
17 23 183
18 23 185
19 23 186
20 23 189
21 23 190
22 23 188
23 23 187
24 23 184
25 23 182
26 23 180
27 23 180
28 23 180
29 23 179
30 23 178
31 23 176
32 23 176
33 23 176
34 23 176
35 23 174
36 23 174
37 23 173
38 23 172
39 23 170
40 23 168
41 23 167
42 23 165
43 23 163
44 23 164
45 23 165
46 23 169
47 23 170
48 23 170
49 23 170
50 23 166
51 23 162
52 23 159
53 23 157
54 23 155
55 23 153
56 23 151
57 23 150
58 23 150
59 23 150
60 23 150
61 23 150
62 23 150
63 23 150
64 23 150
65 23 150
66 23 146
67 23 142
68 23 139
69 23 136
70 23 133
71 23 131
72 23 128
73 23 125
74 23 122
75 23 117
76 23 110
77 23 108
78 23 106
79 23 105
80 23 104
81 23 103
82 23 103
83 23 101
84 23 101
85 23 101
86 23 101
0 24 104
1 24 106
2 24 108
3 24 111
4 24 115
5 24 119
6 24 123
7 24 128
8 24 134
9 24 141
10 24 148
11 24 154
12 24 161
13 24 166
14 24 172
15 24 179
16 24 182
17 24 184
18 24 186
19 24 189
20 24 190
21 24 190
22 24 190
23 24 187
24 24 185
25 24 183
26 24 180
27 24 180
28 24 180
29 24 179
30 24 179
31 24 177
32 24 176
33 24 177
34 24 178
35 24 178
36 24 178
37 24 177
38 24 176
39 24 174
40 24 171
41 24 168
42 24 166
43 24 164
44 24 166
45 24 168
46 24 170
47 24 170
48 24 170
49 24 170
50 24 168
51 24 162
52 24 159
53 24 157
54 24 155
55 24 153
56 24 151
57 24 150
58 24 150
59 24 150
60 24 150
61 24 150
62 24 150
63 24 150
64 24 150
65 24 148
66 24 144
67 24 140
68 24 137
69 24 134
70 24 132
71 24 129
72 24 127
73 24 125
74 24 122
75 24 117
76 24 111
77 24 110
78 24 107
79 24 107
80 24 106
81 24 105
82 24 104
83 24 103
84 24 102
85 24 101
86 24 100
0 25 104
1 25 106
2 25 110
3 25 114
4 25 118
5 25 121
6 25 125
7 25 129
8 25 135
9 25 142
10 25 150
11 25 157
12 25 162
13 25 167
14 25 173
15 25 180
16 25 183
17 25 186
18 25 188
19 25 190
20 25 190
21 25 190
22 25 189
23 25 184
24 25 183
25 25 181
26 25 180
27 25 179
28 25 179
29 25 176
30 25 177
31 25 176
32 25 176
33 25 177
34 25 178
35 25 179
36 25 180
37 25 180
38 25 179
39 25 177
40 25 173
41 25 169
42 25 167
43 25 166
44 25 167
45 25 169
46 25 170
47 25 170
48 25 170
49 25 170
50 25 167
51 25 161
52 25 159
53 25 157
54 25 155
55 25 153
56 25 151
57 25 150
58 25 150
59 25 150
60 25 150
61 25 150
62 25 150
63 25 149
64 25 147
65 25 145
66 25 141
67 25 138
68 25 135
69 25 133
70 25 130
71 25 127
72 25 125
73 25 123
74 25 121
75 25 118
76 25 113
77 25 111
78 25 110
79 25 110
80 25 109
81 25 109
82 25 107
83 25 106
84 25 105
85 25 103
86 25 100
0 26 105
1 26 107
2 26 111
3 26 117
4 26 121
5 26 124
6 26 127
7 26 131
8 26 137
9 26 148
10 26 154
11 26 159
12 26 164
13 26 168
14 26 174
15 26 181
16 26 184
17 26 187
18 26 190
19 26 191
20 26 191
21 26 190
22 26 187
23 26 184
24 26 180
25 26 178
26 26 175
27 26 174
28 26 172
29 26 171
30 26 173
31 26 173
32 26 173
33 26 176
34 26 178
35 26 179
36 26 180
37 26 180
38 26 180
39 26 179
40 26 175
41 26 170
42 26 168
43 26 166
44 26 168
45 26 169
46 26 170
47 26 170
48 26 170
49 26 170
50 26 166
51 26 161
52 26 158
53 26 156
54 26 154
55 26 153
56 26 151
57 26 150
58 26 150
59 26 150
60 26 150
61 26 148
62 26 147
63 26 146
64 26 145
65 26 143
66 26 139
67 26 135
