"x" "y" "z"
26 25 180
27 25 179
28 25 179
29 25 176
30 25 177
31 25 176
32 25 176
33 25 177
34 25 178
35 25 179
36 25 180
37 25 180
38 25 179
39 25 177
40 25 173
41 25 169
42 25 167
43 25 166
44 25 167
45 25 169
46 25 170
47 25 170
48 25 170
49 25 170
50 25 167
51 25 161
52 25 159
53 25 157
54 25 155
55 25 153
56 25 151
57 25 150
58 25 150
59 25 150
60 25 150
61 25 150
62 25 150
63 25 149
64 25 147
65 25 145
66 25 141
67 25 138
68 25 135
69 25 133
70 25 130
71 25 127
72 25 125
73 25 123
74 25 121
75 25 118
76 25 113
77 25 111
78 25 110
79 25 110
80 25 109
81 25 109
82 25 107
83 25 106
84 25 105
85 25 103
86 25 100
0 26 105
5 26 124
10 26 154
15 26 181
20 26 191
25 26 178
30 26 173
35 26 179
40 26 175
45 26 169
50 26 166
55 26 153
60 26 150
65 26 143
70 26 129
75 26 118
80 26 110
0 27 107
5 27 126
10 27 156
15 27 181
20 27 192
25 27 173
30 27 169
35 27 178
40 27 175
45 27 168
50 27 164
55 27 151
60 27 147
65 27 141
70 27 127
75 27 118
80 27 111
0 28 107
5 28 126
10 28 159
15 28 182
20 28 191
25 28 169
30 28 165
35 28 178
40 28 173
45 28 166
50 28 163
55 28 149
60 28 143
65 28 138
70 28 125
75 28 117
80 28 111
0 29 107
5 29 129
10 29 161
15 29 182
20 29 191
25 29 166
30 29 161
35 29 176
40 29 172
45 29 163
50 29 161
55 29 147
60 29 141
65 29 135
70 29 124
75 29 116
80 29 111
0 30 108
1 30 110
2 30 114
3 30 120
4 30 128
5 30 134
6 30 140
7 30 146
8 30 152
9 30 158
10 30 162
11 30 166
12 30 169
13 30 175
14 30 180
15 30 183
16 30 186
17 30 189
18 30 193
19 30 195
20 30 190
21 30 184
22 30 176
23 30 171
24 30 167
25 30 163
26 30 160
27 30 158
28 30 157
29 30 156
30 30 157
31 30 159
32 30 163
33 30 166
34 30 170
35 30 174
36 30 176
37 30 178
38 30 178
39 30 176
40 30 172
41 30 167
42 30 164
43 30 161
44 30 161
45 30 160
46 30 161
47 30 163
48 30 163
49 30 163
50 30 160
51 30 157
52 30 153
53 30 150
54 30 148
55 30 146
56 30 144
57 30 142
58 30 141
59 30 140
60 30 139
61 30 138
62 30 136
63 30 135
64 30 134
65 30 133
66 30 129
67 30 127
68 30 126
69 30 124
70 30 122
71 30 121
72 30 119
73 30 118
74 30 117
75 30 116
76 30 114
77 30 113
78 30 112
79 30 111
80 30 110
81 30 110
82 30 109
83 30 109
84 30 107
85 30 104
86 30 100
0 31 108
5 31 137
10 31 163
15 31 184
20 31 189
25 31 161
30 31 154
35 31 171
40 31 171
45 31 158
50 31 158
55 31 144
60 31 137
65 31 130
70 31 121
75 31 115
80 31 110
0 32 110
5 32 137
10 32 164
15 32 186
20 32 188
25 32 161
30 32 151
35 32 170
40 32 168
45 32 156
50 32 156
55 32 144
60 32 136
65 32 129
70 32 120
75 32 114
80 32 107
0 33 110
5 33 136
10 33 163
15 33 187
20 33 189
25 33 160
30 33 149
35 33 170
40 33 165
45 33 153
50 33 152
55 33 143
60 33 136
65 33 128
70 33 119
75 33 113
80 33 105
0 34 110
5 34 136
10 34 164
15 34 187
20 34 190
25 34 160
30 34 150
35 34 170
40 34 162
45 34 151
50 34 149
55 34 143
60 34 135
65 34 127
70 34 117
75 34 112
80 34 103
0 35 110
1 35 114
2 35 119
3 35 126
4 35 131
5 35 135
6 35 140
7 35 144
8 35 149
9 35 158
10 35 164
11 35 168
12 35 172
13 35 176
14 35 183
15 35 184
16 35 189
17 35 190
18 35 191
19 35 191
20 35 190
21 35 183
22 35 174
23 35 169
24 35 165
25 35 161
26 35 158
27 35 154
28 35 150
29 35 151
30 35 152
31 35 155
32 35 159
33 35 164
34 35 168
35 35 168
36 35 168
37 35 167
38 35 165
39 35 163
40 35 160
41 35 158
42 35 155
43 35 153
44 35 150
45 35 148
46 35 148
47 35 148
48 35 148
49 35 148
50 35 147
51 35 146
52 35 146
53 35 145
54 35 143
55 35 142
56 35 141
57 35 140
58 35 139
59 35 138
60 35 136
61 35 134
62 35 132
63 35 131
64 35 128
65 35 126
66 35 124
67 35 122
68 35 120
69 35 118
70 35 116
71 35 114
72 35 113
73 35 113
74 35 112
75 35 111
76 35 108
77 35 107
78 35 106
79 35 105
80 35 104
81 35 102
82 35 100
83 35 99
84 35 99
85 35 99
86 35 99
0 36 110
5 36 136
10 36 160
15 36 184
20 36 191
25 36 163
30 36 155
35 36 167
40 36 158
45 36 145
50 36 144
55 36 141
60 36 138
65 36 125
70 36 115
75 36 110
80 36 100
0 37 110
5 37 136
10 37 157
15 37 181
20 37 190
25 37 165
30 37 159
35 37 166
40 37 156
45 37 142
50 37 143
55 37 140
60 37 140
65 37 125
70 37 114
75 37 107
80 37 100
0 38 110
5 38 136
10 38 154
15 38 180
20 38 190
25 38 168
30 38 166
35 38 164
40 38 153
45 38 139
50 38 141
55 38 140
60 38 140
65 38 125
70 38 112
75 38 107
80 38 99
0 39 110
5 39 135
10 39 151
15 39 176
20 39 190
25 39 173
30 39 171
35 39 163
40 39 149
45 39 137
50 39 139
55 39 140
60 39 140
65 39 124
70 39 110
75 39 105
80 39 99
0 40 108
1 40 110
2 40 116
3 40 122
4 40 128
5 40 133
6 40 137
7 40 141
8 40 143
9 40 146
10 40 149
11 40 154
12 40 161
13 40 165
14 40 168
15 40 172
16 40 175
17 40 180
18 40 184
19 40 188
20 40 189
21 40 187
22 40 182
23 40 178
24 40 176
25 40 176
26 40 175
27 40 173
28 40 174
29 40 173
30 40 175
31 40 174
32 40 173
33 40 171
34 40 168
35 40 161
36 40 157
37 40 154
38 40 150
39 40 148
40 40 145
41 40 143
42 40 141
43 40 138
44 40 135
45 40 135
46 40 134
47 40 135
48 40 135
49 40 136
50 40 136
51 40 137
52 40 138
53 40 139
54 40 140
55 40 140
56 40 140
57 40 140
58 40 140
59 40 140
60 40 140
61 40 139
62 40 135
63 40 130
64 40 126
65 40 123
66 40 120
67 40 117
68 40 114
69 40 111
70 40 109
71 40 108
72 40 107
73 40 106
74 40 105
75 40 100
76 40 100
77 40 100
78 40 99
79 40 99
80 40 98
81 40 98
82 40 98
83 40 98
84 40 97
85 40 97
86 40 96
0 41 108
5 41 129
10 41 146
15 41 168
20 41 186
25 41 178
30 41 177
35 41 162
40 41 142
45 41 132
50 41 134
55 41 138
60 41 139
65 41 120
70 41 108
75 41 100
80 41 98
0 42 108
5 42 126
10 42 144
15 42 165
20 42 184
25 42 179
30 42 179
35 42 163
40 42 139
45 42 130
50 42 132
55 42 134
60 42 136
65 42 118
70 42 107
75 42 100
80 42 97
0 43 107
5 43 122
10 43 140
15 43 161
20 43 181
25 43 180
30 43 180
35 43 163
40 43 138
45 43 129
50 43 130
55 43 130
60 43 134
65 43 116
70 43 105
75 43 97
80 43 97
0 44 107
5 44 118
10 44 137
15 44 157
20 44 177
25 44 181
30 44 180
35 44 163
40 44 137
45 44 127
50 44 128
55 44 123
60 44 130
65 44 114
70 44 105
75 44 96
80 44 96
0 45 108
1 45 109
2 45 110
3 45 111
4 45 114
5 45 116
6 45 118
7 45 122
8 45 127
9 45 130
10 45 133
11 45 136
12 45 140
13 45 144
14 45 148
15 45 153
16 45 157
17 45 161
18 45 165
19 45 169
20 45 173
21 45 177
22 45 180
23 45 180
24 45 180
25 45 180
26 45 181
27 45 180
28 45 180
29 45 180
30 45 179
31 45 178
32 45 173
33 45 168
34 45 165
35 45 161
36 45 156
37 45 149
38 45 143
39 45 139
40 45 136
41 45 133
42 45 130
43 45 129
44 45 128
45 45 126
46 45 126
47 45 125
48 45 125
49 45 125
50 45 125
51 45 124
52 45 122
53 45 121
54 45 120
55 45 120
56 45 120
57 45 120
58 45 121
59 45 122
60 45 123
61 45 122
62 45 120
63 45 117
64 45 114
65 45 111
66 45 108
67 45 106
68 45 105
69 45 100
70 45 100
71 45 100
72 45 100
73 45 96
74 45 96
75 45 96
76 45 96
77 45 96
78 45 96
79 45 96
80 45 96
81 45 96
82 45 96
83 45 96
84 45 95
85 45 95
86 45 95
0 46 108
5 46 115
10 46 129
15 46 149
20 46 169
25 46 180
30 46 176
35 46 160
40 46 135
45 46 125
50 46 122
55 46 118
60 46 119
65 46 109
70 46 100
75 46 96
80 46 96
0 47 108
5 47 113
10 47 126
15 47 145
20 47 164
25 47 175
30 47 174
35 47 157
40 47 133
45 47 124
50 47 120
55 47 111
60 47 113
65 47 107
70 47 100
75 47 96
80 47 96
0 48 108
5 48 111
10 48 124
15 48 142
20 48 158
25 48 173
30 48 171
35 48 153
40 48 131
45 48 123
50 48 120
55 48 110
60 48 109
65 48 106
70 48 100
75 48 96
80 48 96
0 49 108
5 49 110
10 49 121
15 49 138
20 49 152
25 49 166
30 49 168
35 49 148
40 49 129
45 49 120
50 49 119
55 49 110
60 49 108
65 49 104
70 49 99
75 49 96
80 49 96
0 50 107
1 50 108
2 50 109
3 50 109
4 50 110
5 50 110
6 50 110
7 50 112
8 50 115
9 50 117
10 50 119
11 50 122
12 50 125
13 50 127
14 50 130
15 50 133
16 50 137
17 50 141
18 50 143
19 50 145
20 50 148
21 50 149
22 50 152
23 50 155
24 50 157
25 50 159
26 50 160
27 50 160
28 50 161
29 50 162
30 50 159
31 50 156
32 50 153
33 50 149
34 50 146
35 50 142
36 50 139
37 50 134
38 50 130
39 50 128
40 50 126
41 50 125
42 50 122
43 50 120
44 50 120
45 50 120
46 50 119
47 50 119
48 50 119
49 50 118
50 50 117
51 50 115
52 50 113
53 50 111
54 50 110
55 50 110
56 50 109
57 50 108
58 50 107
59 50 106
60 50 106
61 50 105
62 50 104
63 50 104
64 50 103
65 50 102
66 50 100
67 50 100
68 50 100
69 50 99
70 50 99
71 50 98
72 50 97
73 50 96
74 50 96
75 50 96
76 50 96
77 50 96
78 50 96
79 50 96
80 50 96
81 50 95
82 50 95
83 50 95
84 50 95
85 50 94
86 50 94
0 51 107
5 51 110
10 51 118
15 51 129
20 51 144
25 51 152
30 51 151
35 51 136
40 51 122
45 51 117
50 51 115
55 51 108
60 51 104
65 51 100
70 51 99
75 51 96
80 51 96
0 52 107
5 52 110
10 52 116
15 52 125
20 52 140
25 52 145
30 52 146
35 52 130
40 52 119
45 52 116
50 52 113
55 52 107
60 52 103
65 52 101
70 52 98
75 52 96
80 52 96
0 53 107
5 53 109
10 53 114
15 53 120
20 53 134
25 53 139
30 53 141
35 53 127
40 53 117
45 53 114
50 53 110
55 53 106
60 53 104
65 53 101
70 53 98
75 53 96
80 53 96
0 54 106
5 54 108
10 54 112
15 54 115
20 54 125
25 54 134
30 54 135
35 54 124
40 54 114
45 54 112
50 54 110
55 54 108
60 54 104
65 54 102
70 54 98
75 54 96
80 54 95
0 55 106
1 55 106
2 55 107
3 55 107
4 55 107
5 55 108
6 55 109
7 55 109
8 55 110
9 55 110
10 55 111
11 55 111
12 55 112
13 55 113
14 55 112
15 55 111
16 55 111
17 55 112
18 55 115
19 55 118
20 55 118
21 55 119
22 55 126
23 55 128
24 55 128
25 55 127
26 55 128
27 55 128
28 55 129
29 55 130
30 55 129
31 55 128
32 55 127
33 55 125
34 55 122
35 55 120
36 55 118
37 55 117
38 55 115
39 55 114
40 55 112
41 55 110
42 55 110
43 55 110
44 55 110
45 55 110
46 55 111
47 55 110
48 55 110
49 55 110
50 55 109
51 55 109
52 55 108
53 55 107
54 55 106
55 55 105
56 55 105
57 55 105
58 55 104
59 55 104
60 55 104
61 55 103
62 55 103
63 55 102
64 55 102
65 55 102
66 55 101
67 55 100
68 55 99
69 55 99
70 55 98
71 55 97
72 55 96
73 55 96
74 55 96
75 55 96
76 55 96
77 55 96
78 55 96
79 55 96
80 55 95
81 55 95
82 55 94
83 55 94
84 55 94
85 55 94
86 55 94
0 56 105
5 56 108
10 56 110
15 56 110
20 56 115
25 56 121
30 56 124
35 56 117
40 56 110
45 56 110
50 56 107
55 56 105
60 56 103
65 56 101
70 56 98
75 56 96
80 56 95
0 57 105
5 57 107
10 57 109
15 57 110
20 57 111
25 57 115
30 57 119
35 57 113
40 57 110
45 57 108
50 57 106
55 57 104
60 57 103
65 57 100
70 57 97
75 57 96
80 57 95
0 58 104
5 58 107
10 58 108
15 58 108
20 58 110
25 58 110
30 58 116
35 58 110
40 58 109
45 58 107
50 58 105
55 58 104
60 58 102
65 58 100
70 58 97
75 58 96
80 58 95
0 59 104
5 59 106
10 59 107
15 59 106
20 59 108
25 59 109
30 59 113
35 59 110
40 59 108
45 59 106
50 59 104
55 59 103
60 59 102
65 59 100
70 59 97
75 59 96
80 59 95
0 60 103
1 60 104
2 60 104
3 60 105
4 60 105
5 60 106
6 60 106
7 60 106
8 60 107
9 60 107
10 60 106
11 60 106
12 60 105
13 60 105
14 60 104
15 60 104
16 60 104
17 60 104
18 60 105
19 60 107
20 60 107
21 60 106
22 60 105
23 60 105
24 60 107
25 60 108
26 60 109
27 60 110
28 60 110
29 60 110
30 60 110
31 60 110
32 60 110
33 60 109
34 60 109
35 60 109
36 60 109
37 60 109
38 60 109
39 60 108
40 60 107
41 60 107
42 60 107
43 60 107
44 60 106
45 60 106
46 60 105
47 60 104
48 60 104
49 60 104
50 60 104
51 60 104
52 60 104
53 60 104
54 60 103
55 60 103
56 60 103
57 60 103
58 60 102
59 60 102
60 60 101
61 60 101
62 60 100
63 60 100
64 60 100
65 60 100
66 60 100
67 60 99
68 60 98
69 60 97
70 60 97
71 60 96
72 60 96
73 60 96
74 60 96
75 60 96
76 60 96
77 60 96
78 60 95
79 60 95
80 60 95
81 60 94
82 60 94
83 60 94
84 60 94
85 60 94
86 60 94
